name,company,year,Price,kms_driven,fuel_type
ford ecosport 1.5,ford,2013,600000,93283,Diesel
maruti swift ldi,maruti,2009,300000,217871,Diesel
ford fiesta classic,ford,2012,450000,90165,Diesel
ford ecosport 1.5,ford,2014,750000,101504,Diesel
ford figo titanium,ford,2010,325000,86017,Diesel
mahindra xuv500 w8,mahindra,2013,900000,85036,Diesel
ford ikon 1.3l,ford,2006,180000,91086,Petrol
fiat punto 1.3,fiat,2013,350000,160254,Diesel
ford ecosport 1.5,ford,2013,600000,125531,Diesel
honda wr-v i-dtec,honda,2019,900000,60000,Diesel
skoda laura l,skoda,2006,350000,100000,Diesel
maruti ritz ldi,maruti,2013,280000,90000,Diesel
mahindra xylo d2,mahindra,2009,225000,120000,Diesel
honda city i,honda,2014,520000,82000,Diesel
mahindra scorpio 1.99,mahindra,2016,509999,60000,Diesel
maruti baleno alpha,maruti,2019,556000,24000,Petrol
tata indigo grand,tata,2014,225000,120000,Diesel
honda amaze ex,honda,2013,325000,65000,Diesel
maruti swift vdi,maruti,2013,365000,65000,Diesel
hyundai creta 1.6,hyundai,2015,850000,84000,Diesel
toyota etios gd,toyota,2013,350000,75000,Diesel
maruti swift vdi,maruti,2007,225000,50000,Diesel
maruti alto lx,maruti,2011,135000,50000,Petrol
maruti wagon r,maruti,2007,140000,49000,Petrol
maruti sx4 s,maruti,2016,665000,560000,Diesel
renault kwid rxt,renault,2015,275000,14365,Petrol
toyota fortuner 2.8,toyota,2017,2750000,41000,Diesel
hyundai verna 1.6,hyundai,2013,484999,65000,Diesel
maruti ciaz vdi,maruti,2015,565000,65000,Diesel
maruti swift dzire,maruti,2013,425000,61083,Diesel
toyota innova 2.5,toyota,2013,925000,75000,Diesel
mahindra scorpio vlx,mahindra,2012,565000,72000,Diesel
renault duster 110ps,renault,2014,525000,65000,Diesel
hyundai tucson 2.0,hyundai,2017,1650000,55000,Diesel
hyundai eon era,hyundai,2015,295000,21000,Petrol
jaguar xf 5.0,jaguar,2012,2050000,66363,Petrol
hyundai creta 1.6,hyundai,2018,1475000,11700,Petrol
hyundai verna vtvt,hyundai,2017,1100000,10000,Petrol
mercedes-benz gl-class 350,mercedes-benz,2014,4400000,100000,Diesel
maruti swift zxi,maruti,2016,670000,7104,Petrol
maruti s-cross zeta,maruti,2015,750000,45974,Diesel
hyundai verna 1.6,hyundai,2015,760000,55340,Petrol
volkswagen polo gti,volkswagen,2017,850000,20000,Petrol
renault pulse rxl,renault,2015,390000,61585,Diesel
maruti celerio vxi,maruti,2016,450000,39415,Petrol
honda brio v,honda,2014,425000,29654,Petrol
maruti baleno alpha,maruti,2016,770000,64672,Diesel
hyundai creta 1.6,hyundai,2015,1150000,54634,Diesel
honda city i,honda,2015,775000,66521,Petrol
toyota innova crysta,toyota,2018,1725000,23974,Diesel
bmw 3 series,bmw,2016,2150000,43000,Diesel
renault duster 85ps,renault,2013,450000,1000,Diesel
mercedes-benz c-class progressive,mercedes-benz,2018,3800000,10000,Diesel
audi a4 3.0,audi,2013,1580000,86000,Diesel
bmw x5 xdrive,bmw,2019,4950000,30000,Diesel
hyundai creta 1.6,hyundai,2016,535000,52600,Diesel
maruti sx4 vxi,maruti,2012,225000,110000,Petrol
hyundai grand i10,hyundai,2017,550000,19890,Petrol
maruti swift zxi,maruti,2016,670000,7104,Petrol
maruti ertiga vxi,maruti,2015,625000,11918,Petrol
hyundai grand i10,hyundai,2017,520000,10510,Petrol
chevrolet beat lt,chevrolet,2016,239000,41000,Petrol
toyota fortuner 4x2,toyota,2017,2600000,47162,Diesel
maruti s-cross zeta,maruti,2015,750000,45974,Diesel
hyundai i10 magna,hyundai,2012,229999,49824,Petrol
audi a6 2.0,audi,2013,1300000,58500,Diesel
hyundai santro gs,hyundai,2005,80000,56580,Petrol
skoda laura ambiente,skoda,2012,385000,52000,Diesel
hyundai verna 1.6,hyundai,2015,760000,55340,Petrol
maruti swift dzire,maruti,2017,600000,46507,Diesel
renault duster 85ps,renault,2013,450000,1000,Diesel
mercedes-benz c-class progressive,mercedes-benz,2018,3800000,10000,Diesel
audi a4 3.0,audi,2013,1580000,86000,Diesel
bmw x5 xdrive,bmw,2019,4950000,30000,Diesel
hyundai creta 1.6,hyundai,2016,535000,52600,Diesel
maruti sx4 vxi,maruti,2012,225000,110000,Petrol
hyundai grand i10,hyundai,2017,550000,19890,Petrol
maruti swift zxi,maruti,2016,670000,7104,Petrol
maruti ertiga vxi,maruti,2015,625000,11918,Petrol
hyundai grand i10,hyundai,2017,520000,10510,Petrol
chevrolet beat lt,chevrolet,2016,239000,41000,Petrol
toyota fortuner 4x2,toyota,2017,2600000,47162,Diesel
maruti s-cross zeta,maruti,2015,750000,45974,Diesel
hyundai i10 magna,hyundai,2012,229999,49824,Petrol
audi a6 2.0,audi,2013,1300000,58500,Diesel
hyundai santro gs,hyundai,2005,80000,56580,Petrol
skoda laura ambiente,skoda,2012,385000,52000,Diesel
hyundai verna 1.6,hyundai,2015,760000,55340,Petrol
maruti swift dzire,maruti,2017,600000,46507,Diesel
renault duster 85ps,renault,2013,450000,1000,Diesel
mercedes-benz c-class progressive,mercedes-benz,2018,3800000,10000,Diesel
audi a4 3.0,audi,2013,1580000,86000,Diesel
bmw x5 xdrive,bmw,2019,4950000,30000,Diesel
hyundai creta 1.6,hyundai,2016,535000,52600,Diesel
maruti sx4 vxi,maruti,2012,225000,110000,Petrol
hyundai grand i10,hyundai,2017,550000,19890,Petrol
maruti swift zxi,maruti,2016,670000,7104,Petrol
maruti ertiga vxi,maruti,2015,625000,11918,Petrol
hyundai grand i10,hyundai,2017,520000,10510,Petrol
chevrolet beat lt,chevrolet,2016,239000,41000,Petrol
toyota fortuner 4x2,toyota,2017,2600000,47162,Diesel
maruti s-cross zeta,maruti,2015,750000,45974,Diesel
hyundai i10 magna,hyundai,2012,229999,49824,Petrol
audi a6 2.0,audi,2013,1300000,58500,Diesel
hyundai santro gs,hyundai,2005,80000,56580,Petrol
skoda laura ambiente,skoda,2012,385000,52000,Diesel
hyundai verna 1.6,hyundai,2015,760000,55340,Petrol
maruti swift dzire,maruti,2017,600000,46507,Diesel
renault duster 85ps,renault,2013,450000,1000,Diesel
mercedes-benz c-class progressive,mercedes-benz,2018,3800000,10000,Diesel
audi a4 3.0,audi,2013,1580000,86000,Diesel
bmw x5 xdrive,bmw,2019,4950000,30000,Diesel
hyundai creta 1.6,hyundai,2016,535000,52600,Diesel
maruti sx4 vxi,maruti,2012,225000,110000,Petrol
hyundai grand i10,hyundai,2017,550000,19890,Petrol
maruti swift zxi,maruti,2016,670000,7104,Petrol
maruti ertiga vxi,maruti,2015,625000,11918,Petrol
hyundai grand i10,hyundai,2017,520000,10510,Petrol
chevrolet beat lt,chevrolet,2016,239000,41000,Petrol
toyota fortuner 4x2,toyota,2017,2600000,47162,Diesel
maruti s-cross zeta,maruti,2015,750000,45974,Diesel
hyundai i10 magna,hyundai,2012,229999,49824,Petrol
audi a6 2.0,audi,2013,1300000,58500,Diesel
hyundai santro gs,hyundai,2005,80000,56580,Petrol
skoda laura ambiente,skoda,2012,385000,52000,Diesel
hyundai verna 1.6,hyundai,2015,760000,55340,Petrol
maruti swift dzire,maruti,2017,600000,46507,Diesel
hyundai i20 sportz,hyundai,2013,350000,50000,Petrol
maruti alto 800,maruti,2014,114999,30000,Petrol
hyundai i20 sportz,hyundai,2013,380000,50000,Petrol
maruti gypsy e,maruti,1995,95000,100000,Petrol
mahindra scorpio 1.99,mahindra,2016,900000,35000,Diesel
chevrolet beat lt,chevrolet,2012,200999,90000,Petrol
maruti omni e,maruti,2014,229999,11451,Petrol
tata nexon 1.5,tata,2019,800000,60000,Diesel
mahindra verito 1.5,mahindra,2012,150000,172000,Diesel
maruti swift vdi,maruti,2018,600000,60000,Diesel
chevrolet tavera ls,chevrolet,2005,150000,150000,Diesel
chevrolet optra magnum,chevrolet,2009,150000,66000,Diesel
maruti eeco 5,maruti,2019,380000,5000,Petrol
maruti swift 1.3,maruti,2006,80000,66508,Petrol
honda civic 1.8,honda,2007,225000,55000,Petrol
tata nano lx,tata,2012,75000,29900,Petrol
tata hexa xt,tata,2017,1600000,3000,Diesel
tata indica vista,tata,2012,185000,85000,Diesel
mahindra scorpio 2.6,mahindra,2011,425000,50000,Diesel
tata indica vista,tata,2010,100000,120000,Diesel
maruti zen estilo,maruti,2008,140000,90000,Petrol
maruti swift dzire,maruti,2017,710000,8000,Petrol
honda amaze s,honda,2015,450000,7900,Petrol
datsun redigo t,datsun,2017,210000,50000,Petrol
maruti alto k10,maruti,2016,270000,25000,Petrol
maruti alto lxi,maruti,2009,110000,20000,Petrol
maruti swift vxi,maruti,2018,540000,17500,Petrol
mahindra renault logan,mahindra,2008,145000,25000,Petrol
tata safari storme,tata,2013,360000,206500,Diesel
hyundai i10 magna,hyundai,2013,250000,88600,LPG
tata venture ex,tata,2012,110000,80000,Diesel
chevrolet captiva lt,chevrolet,2008,250000,100000,Diesel
ford fiesta classic,ford,2011,150000,186000,Diesel
chevrolet aveo u-va,chevrolet,2010,140000,60000,Petrol
maruti ciaz zeta,maruti,2019,925000,11000,Petrol
tata hexa xm,tata,2017,969999,30000,Diesel
hyundai santro xing,hyundai,2007,90000,80000,CNG
hyundai santro gls,hyundai,2001,55000,60000,Petrol
hyundai verna crdi,hyundai,2007,155000,100000,Diesel
mahindra thar crde,mahindra,2019,900000,15000,Diesel
maruti alto k10,maruti,2011,135000,90000,Petrol
maruti 800 ac,maruti,2012,180000,120000,Petrol
hyundai verna 1.6,hyundai,2013,495000,100000,Diesel
toyota innova 2.5,toyota,2009,400000,138000,Diesel
hyundai verna crdi,hyundai,2008,250000,110000,Diesel
maruti alto k10,maruti,2015,138000,120000,Petrol
honda city 1.5,honda,2011,311000,70000,Petrol
maruti alto 800,maruti,2015,190000,70000,Petrol
mahindra bolero slx,mahindra,2011,311000,140000,Diesel
maruti ritz lxi,maruti,2009,300000,15000,Petrol
honda jazz vx,honda,2018,600000,20000,Petrol
mahindra scorpio sle,mahindra,2009,550000,100000,Diesel
skoda rapid 1.6,skoda,2015,600000,70000,Petrol
maruti alto 800,maruti,2018,195000,5000,Petrol
tata nano lx,tata,2013,58000,27974,Petrol
maruti alto 800,maruti,2018,183000,40000,Petrol
maruti zen estilo,maruti,2007,95000,80000,Petrol
maruti wagon r,maruti,2013,250000,38000,Petrol
maruti wagon r,maruti,2013,250000,38000,Petrol
tata zest revotron,tata,2014,400000,35000,Petrol
hyundai verna 1.6,hyundai,2012,409999,60000,Diesel
skoda octavia classic,skoda,2004,120000,120000,Diesel
maruti swift amt,maruti,2018,600000,18000,Petrol
honda amaze sx,honda,2016,600000,10000,Petrol
mahindra xuv500 w6,mahindra,2015,825000,90000,Diesel
toyota etios gd,toyota,2016,625000,80000,Diesel
hyundai grand i10,hyundai,2020,700000,1400,Diesel
chevrolet beat ls,chevrolet,2011,160000,60000,Petrol
maruti alto lx,maruti,2011,114999,60000,Petrol
maruti wagon r,maruti,2009,150000,53000,Petrol
volkswagen jetta 1.9,volkswagen,2010,250000,100000,Diesel
hyundai verna 1.6,hyundai,2012,390000,86000,Diesel
renault duster 85ps,renault,2015,650000,100000,Diesel
hyundai xcent 1.1,hyundai,2016,600000,30000,Diesel
hyundai i20 1.2,hyundai,2011,250000,120000,Petrol
hyundai santro xing,hyundai,2011,229999,60000,LPG
maruti ritz ldi,maruti,2016,299000,50000,Diesel
chevrolet cruze ltz,chevrolet,2010,330000,124000,Diesel
hyundai accent executive,hyundai,2012,180000,100000,Petrol
hyundai grand i10,hyundai,2017,475000,42000,Petrol
hyundai grand i10,hyundai,2015,325000,100000,Diesel
honda city i,honda,2016,639000,28205,Petrol
maruti celerio vxi,maruti,2017,415000,32670,Petrol
hyundai creta 1.6,hyundai,2016,1199000,30093,Diesel
maruti ertiga vxi,maruti,2013,525000,56228,CNG
hyundai verna 1.6,hyundai,2013,425000,59319,Petrol
maruti vitara brezza,maruti,2016,699000,39503,Diesel
hyundai grand i10,hyundai,2013,325000,35299,Petrol
toyota etios v,toyota,2011,275000,51687,Petrol
volkswagen vento petrol,volkswagen,2011,269000,76259,Petrol
volkswagen polo diesel,volkswagen,2013,399000,44049,Diesel
mahindra kuv 100,mahindra,2017,475000,45087,Diesel
toyota etios v,toyota,2011,249000,41125,Petrol
audi a4 new,audi,2014,1549000,42215,Diesel
volkswagen polo petrol,volkswagen,2011,254999,54206,Petrol
skoda rapid 1.6,skoda,2012,269000,52547,Petrol
maruti ertiga zdi,maruti,2014,665000,59110,Diesel
maruti wagon r,maruti,2014,299000,54565,Petrol
hyundai i20 asta,hyundai,2010,265000,47564,Petrol
volkswagen polo petrol,volkswagen,2010,211000,45143,Petrol
skoda superb 1.8,skoda,2013,599000,61624,Petrol
tata indigo ls,tata,2007,55000,195000,Diesel
hyundai verna 1.6,hyundai,2014,550000,50000,Diesel
land rover discovery,land,2018,4000000,68000,Diesel
tata sumo gx,tata,2010,220000,120000,Diesel
maruti swift vxi,maruti,2019,500000,20000,Petrol
maruti alto lxi,maruti,2010,140000,30000,Petrol
maruti swift vdi,maruti,2013,325000,60000,Diesel
hyundai i20 magna,hyundai,2010,210000,90000,Petrol
maruti alto lxi,maruti,2008,110000,90000,Petrol
hyundai verna crdi,hyundai,2019,1200000,25000,Diesel
maruti alto 800,maruti,2017,229999,40000,Petrol
maruti sx4 vxi,maruti,2012,225000,110000,Petrol
maruti alto 800,maruti,2006,165000,132000,Petrol
tata tiago xza,tata,2018,525000,10980,Petrol
hyundai eon era,hyundai,2018,325000,20629,Petrol
toyota innova crysta,toyota,2018,1500000,50000,Diesel
hyundai grand i10,hyundai,2015,400000,30000,Petrol
maruti ciaz vxi,maruti,2015,550000,69782,Petrol
maruti 800 std,maruti,2003,98000,54000,Petrol
mahindra xuv500 w8,mahindra,2013,900000,63654,Diesel
renault lodgy 85ps,renault,2017,700000,60000,Diesel
mahindra scorpio s6,mahindra,2015,890000,52000,Diesel
maruti swift ldi,maruti,2015,490000,59385,Diesel
hyundai i20 2015-2017,hyundai,2015,525000,70378,Petrol
maruti wagon r,maruti,2013,330000,55425,Petrol
mahindra bolero 2011-2019,mahindra,2013,550000,78413,Diesel
mahindra bolero power,mahindra,2018,790000,40890,Diesel
honda brio s,honda,2015,350000,34823,Petrol
toyota innova crysta,toyota,2017,1700000,75000,Diesel
maruti ciaz vdi,maruti,2017,750000,55545,Diesel
honda amaze ex,honda,2014,409999,56541,Diesel
hyundai eon magna,hyundai,2016,220000,43700,Petrol
tata indica gls,tata,2009,68000,120000,Petrol
hyundai eon era,hyundai,2017,290000,20000,Petrol
honda city i,honda,2014,600000,27483,Diesel
maruti swift lxi,maruti,2019,470000,8000,Petrol
hyundai i10 sportz,hyundai,2008,150000,30000,Petrol
maruti alto 800,maruti,2014,180000,56207,Petrol
maruti zen lxi,maruti,2006,80000,70000,Petrol
honda wr-v i-vtec,honda,2018,875000,1440,Petrol
maruti alto 800,maruti,2019,300000,50000,Petrol
toyota fortuner 2.8,toyota,2017,2800000,20000,Diesel
toyota innova crysta,toyota,2017,1330000,91195,Diesel
volkswagen polo 1.5,volkswagen,2011,220000,63657,Diesel
mahindra verito vibe,mahindra,2013,250000,60000,Diesel
toyota innova 2.5,toyota,2016,919999,75000,Diesel
volkswagen vento magnific,volkswagen,2013,380000,97248,Petrol
maruti swift vdi,maruti,2012,450000,46000,Diesel
hyundai verna 1.6,hyundai,2016,770000,10000,Petrol
maruti swift dzire,maruti,2018,550000,80000,Diesel
tata new safari,tata,2011,320000,100000,Diesel
maruti sx4 vxi,maruti,2013,400000,35000,Petrol
maruti celerio vxi,maruti,2017,450000,50000,Petrol
maruti sx4 zdi,maruti,2011,220000,90000,Diesel
mahindra xuv500 w8,mahindra,2012,400000,150000,Diesel
hyundai verna 1.6,hyundai,2013,530000,89000,Petrol
maruti swift dzire,maruti,2014,390000,60000,Diesel
fiat grande punto,fiat,2012,185000,100000,Diesel
maruti sx4 vxi,maruti,2012,300000,100000,Petrol
maruti swift vdi,maruti,2014,575000,90000,Diesel
maruti wagon r,maruti,2014,300000,75000,Petrol
toyota etios liva,toyota,2017,425000,36000,Diesel
hyundai xcent 1.2,hyundai,2016,350000,12000,Petrol
honda amaze vx,honda,2017,550000,12997,Diesel
maruti ciaz 1.4,maruti,2017,500000,40000,Petrol
mahindra scorpio s4,mahindra,2015,600000,60000,Diesel
mahindra quanto c8,mahindra,2013,300000,25000,Diesel
hyundai verna crdi,hyundai,2018,1150000,26430,Diesel
maruti swift 1.3,maruti,2015,475000,24600,Petrol
maruti wagon r,maruti,2011,260000,28481,Petrol
ford ecosport 1.0,ford,2013,350000,100000,Petrol
mahindra xuv500 w8,mahindra,2013,750000,41988,Diesel
maruti wagon r,maruti,2009,180000,30375,Petrol
renault kwid climber,renault,2017,350000,7658,Petrol
maruti swift dzire,maruti,2017,611000,34400,Diesel
renault kwid rxl,renault,2017,325000,18500,Petrol
hyundai eon 1.0,hyundai,2012,225000,48000,Petrol
maruti wagon r,maruti,2014,300000,28942,Petrol
mahindra bolero power,mahindra,2017,400000,50000,Diesel
mahindra xuv500 w8,mahindra,2012,711000,53600,Diesel
toyota innova 2.5,toyota,2015,851000,53652,Diesel
maruti ertiga vxi,maruti,2014,500000,25000,Petrol
toyota innova 2.5,toyota,2007,250000,80000,Diesel
maruti alto 800,maruti,2017,150000,50000,Petrol
mahindra scorpio 1.99,mahindra,2016,610000,15000,Diesel
mahindra kuv 100,mahindra,2018,450000,5000,Petrol
hyundai i20 1.4,hyundai,2017,744000,106000,Diesel
chevrolet spark 1.0,chevrolet,2008,120000,100000,Petrol
renault kwid rxl,renault,2016,220000,60000,Petrol
maruti ertiga zdi,maruti,2012,480000,120000,Diesel
maruti celerio zxi,maruti,2017,370000,82000,Petrol
fiat palio d,fiat,2003,55000,35000,Diesel
hyundai eon magna,hyundai,2013,125000,205000,Petrol
hyundai verna 1.6,hyundai,2011,260000,125000,Diesel
fiat linea classic,fiat,2015,350000,130000,Diesel
maruti alto 800,maruti,2012,170000,97000,CNG
hyundai grand i10,hyundai,2015,350000,90000,Petrol
maruti swift dzire,maruti,2009,250000,60000,Petrol
tata indigo cr4,tata,2013,170000,60000,Diesel
mahindra scorpio s11,mahindra,2018,1300000,35000,Diesel
hyundai grand i10,hyundai,2019,550000,25000,Petrol
honda brio 1.2,honda,2017,400000,15000,Petrol
tata nano lx,tata,2011,120000,20000,Petrol
tata nano lx,tata,2011,120000,20000,Petrol
ford figo petrol,ford,2010,275000,70000,Petrol
tata zest revotron,tata,2016,285000,90000,Petrol
hyundai creta 1.4,hyundai,2016,900000,80000,Diesel
mercedes-benz m-class ml,mercedes-benz,2014,2500000,79500,Diesel
hyundai verna 1.6,hyundai,2013,620000,70000,Diesel
toyota innova crysta,toyota,2018,1700000,5000,Diesel
ford figo aspire,ford,2018,650000,15000,Petrol
maruti ertiga vxi,maruti,2014,500000,35000,Petrol
tata new safari,tata,2009,250000,120000,Diesel
mahindra marazzo m4,mahindra,2018,950000,15000,Diesel
toyota etios cross,toyota,2015,320000,60000,Petrol
renault duster 110ps,renault,2013,450000,120000,Diesel
mahindra kuv 100,mahindra,2016,350000,90000,Diesel
maruti swift dzire,maruti,2015,400000,90000,Petrol
maruti omni mpi,maruti,2018,200000,10000,Petrol
hyundai i20 asta,hyundai,2009,250000,72000,Diesel
toyota innova 2.0,toyota,2011,550000,197000,Petrol
maruti zen lxi,maruti,1999,85000,70000,Petrol
hyundai santro lp,hyundai,2001,52000,50000,Petrol
tata hexa xta,tata,2017,1200000,50000,Diesel
hyundai verna 1.6,hyundai,2011,450000,60000,Petrol
maruti swift dzire,maruti,2018,615000,40000,Petrol
maruti sx4 zdi,maruti,2012,400000,60000,Diesel
tata nano lx,tata,2013,60000,40000,Petrol
maruti ignis 1.2,maruti,2017,500000,9161,Petrol
honda mobilio v,honda,2015,600000,45000,Petrol
hyundai getz 1.3,hyundai,2010,110000,110000,Petrol
hyundai santro xing,hyundai,2013,175000,80000,Petrol
ford fiesta titanium,ford,2011,325000,100000,Diesel
maruti swift dzire,maruti,2017,425000,90000,Diesel
hyundai accent gle,hyundai,2009,160000,70000,CNG
maruti zen estilo,maruti,2007,100000,80000,Petrol
maruti swift dzire,maruti,2014,390000,110000,Diesel
hyundai i20 1.2,hyundai,2017,400000,50000,Petrol
tata tigor 1.2,tata,2018,509999,5000,Petrol
hyundai i10 magna,hyundai,2008,150000,90000,Petrol
hyundai santro xing,hyundai,2009,110000,120000,Petrol
nissan sunny diesel,nissan,2013,450000,80000,Diesel
hyundai i20 1.2,hyundai,2017,400000,38000,Petrol
hyundai santro xing,hyundai,2009,140000,120000,Petrol
tata indigo cr4,tata,2011,130000,90000,Diesel
maruti alto 800,maruti,2017,160000,50000,Petrol
maruti alto 800,maruti,2016,150000,60000,Petrol
mahindra xuv500 w8,mahindra,2013,500000,100000,Diesel
tata nano std,tata,2011,40000,19000,Petrol
chevrolet tavera lt,chevrolet,2006,140000,200000,Diesel
mahindra verito 1.5,mahindra,2015,227000,70000,Diesel
maruti swift vdi,maruti,2011,285000,50000,Diesel
maruti alto lx,maruti,2012,155000,19077,Petrol
hyundai eon d,hyundai,2016,210000,30000,Petrol
maruti alto lxi,maruti,2009,140000,80000,Petrol
toyota innova 2.5,toyota,2015,940000,128000,Diesel
nissan terrano xv,nissan,2013,750000,80000,Diesel
maruti baleno alpha,maruti,2016,610000,100000,Diesel
nissan sunny xv,nissan,2015,450000,50000,Diesel
toyota etios liva,toyota,2012,409999,56000,Diesel
hyundai eon 1.0,hyundai,2018,100000,21302,Petrol
renault kwid 1.0,renault,2018,300000,10500,Petrol
mahindra bolero 2011-2019,mahindra,2013,400000,107000,Diesel
hyundai i10 sportz,hyundai,2010,210000,60000,Petrol
hyundai santro xing,hyundai,2006,90000,120000,Petrol
maruti wagon r,maruti,2010,222000,70000,Petrol
maruti alto 800,maruti,2015,240000,50000,Petrol
